,date,team,opponent,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11
137,2022-11-05,Everton,Leicester City,JordanPickford,JamesTarkowski,ConorCoady,SéamusColeman,VitaliiMykolenko,AmadouOnana,IdrissaGueye,AlexIwobi,DominicCalvert-Lewin,DemaraiGray,DwightMcNeil,DannyWard,DanielAmartey,WoutFaes,TimothyCastagne,JamesJustin,YouriTielemans,BoubakarySoumaré,KiernanDewsbury-Hall,HarveyBarnes,JamesMaddison,PatsonDaka
138,2022-11-05,Leeds United,Bournemouth,IllanMeslier,RobinKoch,LiamCooper,RasmusKristensen,PascalStruijk,CrysencioSummerville,TylerAdams,JackHarrison,MarcRoca,BrendenAaronson,Rodrigo,MarkTravers,ChrisMepham,RyanFredericks,MarcosSenesi,AdamSmith,MarcusTavernier,PhilipBilling,LewisCook,JeffersonLerma,DominicSolanke,KiefferMoore
139,2022-11-05,Manchester City,Fulham,Ederson,NathanAké,JohnStones,JoãoCancelo,ManuelAkanji,IlkayGündogan,KevinDeBruyne,Rodri,JuliánÁlvarez,BernardoSilva,JackGrealish,BerndLeno,AntoneeRobinson,KennyTete,TimReam,IssaDiop,JoãoPalhinha,HarrisonReed,Willian,AndreasPereira,HarryWilson,CarlosVinícius
140,2022-11-05,Nottingham Forest,Brentford,DeanHenderson,SteveCook,NecoWilliams,SèrgeAurier,ScottMcKenna,RyanYates,RemoFreuler,CheikhouKouyaté,MorganGibbs-White,BrennanJohnson,EmmanuelDennis,DavidRaya,EthanPinnock,BenMee,MadsRoerslev,RicoHenry,VitalyJanelt,JoshDasilva,MathiasJensen,YoaneWissa,BryanMbeumo,KeaneLewis-Potter
141,2022-11-06,Southampton,Newcastle United,GavinBazunu,MohammedSalisu,RomainPerraud,JuanLarios,ArmelBella-Kotchap,ChéAdams,AinsleyMaitland-Niles,JamesWard-Prowse,MohamedElyounoussi,StuartArmstrong,TheoWalcott,NickPope,KieranTrippier,FabianSchär,SvenBotman,DanBurn,JoeWillock,BrunoGuimarães,SeanLongstaff,MiguelAlmirón,CallumWilson,JacobMurphy
142,2022-11-06,Tottenham Hotspur,Liverpool,HugoLloris,RyanSessegnon,EmersonRoyal,BenDavies,EricDier,ClémentLenglet,RodrigoBentancur,Pierre-EmileHøjbjerg,YvesBissouma,IvanPerisic,HarryKane,Alisson,TrentAlexander-Arnold,VirgilvanDijk,AndrewRobertson,IbrahimaKonaté,Fabinho,RobertoFirmino,HarveyElliott,Thiago,MohamedSalah,DarwinNúñez
143,2022-11-06,West Ham United,Crystal Palace,LukaszFabianski,ThiloKehrer,AaronCresswell,CraigDawson,KurtZouma,JarrodBowen,DeclanRice,TomásSoucek,LucasPaquetá,SaïdBenrahma,GianlucaScamacca,VicenteGuaita,NathanielClyne,JoachimAndersen,TyrickMitchell,MarcGuéhi,CheickDoucouré,JeffreySchlupp,MichaelOlise,EberechiEze,WilfriedZaha,JordanAyew
144,2022-11-05,Wolverhampton Wanderers,Brighton & Hove Albion,JoséSá,NathanCollins,MaximilianKilman,HugoBueno,NélsonSemedo,JoãoMoutinho,RúbenNeves,BoubacarTraoré,GonçaloGuedes,DanielPodence,HwangHee-Chan,RobertSánchez,AdamWebster,PervisEstupiñán,PascalGroß,LewisDunk,AdamLallana,AlexisMacAllister,KaoruMitoma,SollyMarch,MoisésCaicedo,LeandroTrossard
145,2022-11-12,Bournemouth,Everton,MarkTravers,AdamSmith,MarcosSenesi,JordanZemura,JackStephens,MarcusTavernier,PhilipBilling,LewisCook,JeffersonLerma,KiefferMoore,DominicSolanke,JordanPickford,ConorCoady,JamesTarkowski,VitaliiMykolenko,NathanPatterson,AmadouOnana,IdrissaGueye,AlexIwobi,DwightMcNeil,DemaraiGray,NealMaupay
146,2022-11-13,Brighton & Hove Albion,Aston Villa,RobertSánchez,LeviColwill,PascalGroß,LewisDunk,PervisEstupiñán,MoisésCaicedo,LeandroTrossard,SollyMarch,AdamLallana,AlexisMacAllister,DannyWelbeck,EmilianoMartínez,TyroneMings,MattyCash,LucasDigne,EzriKonsa,BoubacarKamara,JacobRamsey,DouglasLuiz,JohnMcGinn,DannyIngs,EmilianoBuendía
147,2022-11-13,Fulham,Manchester United,BerndLeno,TimReam,IssaDiop,AntoneeRobinson,BobbyDeCordova-Reid,JoãoPalhinha,Willian,AndreasPereira,HarryWilson,TomCairney,CarlosVinícius,DaviddeGea,VictorLindelöf,LukeShaw,TyrellMalacia,LisandroMartínez,ChristianEriksen,AnthonyElanga,BrunoFernandes,Casemiro,MarcusRashford,AnthonyMartial
148,2022-11-12,Liverpool,Southampton,Alisson,VirgilvanDijk,TrentAlexander-Arnold,AndrewRobertson,JoeGomez,Fabinho,Thiago,HarveyElliott,RobertoFirmino,MohamedSalah,DarwinNúñez,GavinBazunu,MohamedElyounoussi,RomainPerraud,MohammedSalisu,ArmelBella-Kotchap,DujeCaleta-Car,JamesWard-Prowse,StuartArmstrong,RoméoLavia,AdamArmstrong,ChéAdams
149,2022-11-12,Manchester City,Brentford,Ederson,JohnStones,JoãoCancelo,AymericLaporte,ManuelAkanji,KevinDeBruyne,Rodri,IlkayGündogan,PhilFoden,ErlingHaaland,BernardoSilva,DavidRaya,Zanka,BenMee,EthanPinnock,MadsRoerslev,MathiasJensen,FrankOnyeka,VitalyJanelt,RicoHenry,IvanToney,BryanMbeumo
150,2022-11-12,Newcastle United,Chelsea,NickPope,KieranTrippier,SvenBotman,FabianSchär,DanBurn,SeanLongstaff,JoeWillock,BrunoGuimarães,Joelinton,ChrisWood,MiguelAlmirón,ÉdouardMendy,KalidouKoulibaly,CésarAzpilicueta,TrevohChalobah,Jorginho,MateoKovacic,LewisHall,RubenLoftus-Cheek,ArmandoBroja,MasonMount,ConorGallagher
151,2022-11-12,Nottingham Forest,Crystal Palace,DeanHenderson,RenanLodi,JoeWorrall,SèrgeAurier,WillyBoly,RyanYates,RemoFreuler,CheikhouKouyaté,JesseLingard,BrennanJohnson,MorganGibbs-White,VicenteGuaita,TyrickMitchell,NathanielClyne,MarcGuéhi,JoachimAndersen,MichaelOlise,CheickDoucouré,JeffreySchlupp,JordanAyew,EberechiEze,WilfriedZaha
152,2022-11-12,Tottenham Hotspur,Leeds United,HugoLloris,EricDier,ClémentLenglet,BenDavies,IvanPerisic,RodrigoBentancur,Pierre-EmileHøjbjerg,EmersonRoyal,Richarlison,DejanKulusevski,HarryKane,IllanMeslier,PascalStruijk,LiamCooper,RobinKoch,RasmusKristensen,TylerAdams,CrysencioSummerville,MarcRoca,WilfriedGnonto,BrendenAaronson,Rodrigo
153,2022-11-12,West Ham United,Leicester City,LukaszFabianski,ThiloKehrer,KurtZouma,AaronCresswell,CraigDawson,SaïdBenrahma,LucasPaquetá,TomásSoucek,JarrodBowen,DeclanRice,GianlucaScamacca,DannyWard,WoutFaes,DanielAmartey,LukeThomas,TimothyCastagne,BoubakarySoumaré,KiernanDewsbury-Hall,YouriTielemans,JamesMaddison,HarveyBarnes,PatsonDaka
154,2022-11-12,Wolverhampton Wanderers,Arsenal,JoséSá,HugoBueno,NélsonSemedo,NathanCollins,MaximilianKilman,Toti,JoãoMoutinho,BoubacarTraoré,RúbenNeves,GonçaloGuedes,AdamaTraoré,AaronRamsdale,WilliamSaliba,OleksandrZinchenko,GabrielMagalhães,BenWhite,GranitXhaka,ThomasPartey,MartinØdegaard,GabrielJesus,BukayoSaka,GabrielMartinelli
155,2022-12-26,Arsenal,West Ham United,AaronRamsdale,GabrielMagalhães,WilliamSaliba,BenWhite,KieranTierney,MartinØdegaard,ThomasPartey,GranitXhaka,BukayoSaka,EddieNketiah,GabrielMartinelli,LukaszFabianski,CraigDawson,ThiloKehrer,VladimírCoufal,AaronCresswell,JarrodBowen,DeclanRice,TomásSoucek,SaïdBenrahma,LucasPaquetá,MichailAntonio
156,2022-12-26,Aston Villa,Liverpool,RobinOlsen,EzriKonsa,TyroneMings,LucasDigne,AshleyYoung,BoubacarKamara,JohnMcGinn,DouglasLuiz,EmilianoBuendía,LeonBailey,OllieWatkins,Alisson,JoëlMatip,AndrewRobertson,TrentAlexander-Arnold,VirgilvanDijk,JordanHenderson,Thiago,Fabinho,AlexOxlade-Chamberlain,MohamedSalah,DarwinNúñez
157,2022-12-26,Brentford,Tottenham Hotspur,DavidRaya,EthanPinnock,Zanka,BenMee,VitalyJanelt,MathiasJensen,MadsRoerslev,ChristianNørgaard,RicoHenry,IvanToney,BryanMbeumo,FraserForster,ClémentLenglet,EricDier,JaphetTanganga,Pierre-EmileHøjbjerg,IvanPerisic,YvesBissouma,MattDoherty,DejanKulusevski,HarryKane,SonHeung-Min
158,2022-12-27,Chelsea,Bournemouth,KepaArrizabalaga,MarcCucurella,ReeceJames,KalidouKoulibaly,ThiagoSilva,DenisZakaria,Jorginho,MasonMount,RaheemSterling,ChristianPulisic,KaiHavertz,MarkTravers,MarcosSenesi,AdamSmith,JordanZemura,LloydKelly,JackStacey,PhilipBilling,JeffersonLerma,LewisCook,DominicSolanke,KiefferMoore
159,2022-12-26,Crystal Palace,Fulham,VicenteGuaita,NathanielClyne,TyrickMitchell,JoachimAndersen,JamesTomkins,MichaelOlise,CheickDoucouré,JeffreySchlupp,JordanAyew,WilfriedZaha,EberechiEze,BerndLeno,IssaDiop,KennyTete,AntoneeRobinson,TimReam,HarrisonReed,Willian,JoãoPalhinha,BobbyDeCordova-Reid,AndreasPereira,AleksandarMitrovic
160,2022-12-26,Everton,Wolverhampton Wanderers,JordanPickford,VitaliiMykolenko,JamesTarkowski,NathanPatterson,YerryMina,IdrissaGueye,AmadouOnana,AlexIwobi,DwightMcNeil,NealMaupay,AnthonyGordon,JoséSá,NathanCollins,MaximilianKilman,NélsonSemedo,HugoBueno,JosephHodge,RúbenNeves,JoãoMoutinho,DanielPodence,HwangHee-Chan,DiegoCosta
161,2022-12-28,Leeds United,Manchester City,IllanMeslier,LiamCooper,RobinKoch,RasmusKristensen,PascalStruijk,MarcRoca,SamGreenwood,AdamForshaw,BrendenAaronson,Rodrigo,WilfriedGnonto,Ederson,RicoLewis,NathanAké,JohnStones,ManuelAkanji,Rodri,IlkayGündogan,KevinDeBruyne,JackGrealish,ErlingHaaland,RiyadMahrez
162,2022-12-26,Leicester City,Newcastle United,DannyWard,DanielAmartey,LukeThomas,TimothyCastagne,WoutFaes,KiernanDewsbury-Hall,DennisPraet,BoubakarySoumaré,YouriTielemans,HarveyBarnes,PatsonDaka,NickPope,KieranTrippier,DanBurn,FabianSchär,SvenBotman,SeanLongstaff,JoeWillock,BrunoGuimarães,Joelinton,ChrisWood,MiguelAlmirón
163,2022-12-27,Manchester United,Nottingham Forest,DaviddeGea,RaphaëlVarane,AaronWan-Bissaka,LukeShaw,TyrellMalacia,Casemiro,MarcusRashford,Antony,BrunoFernandes,ChristianEriksen,AnthonyMartial,WayneHennessey,WillyBoly,SèrgeAurier,RenanLodi,JoeWorrall,OrelMangala,RyanYates,RemoFreuler,BrennanJohnson,JesseLingard,TaiwoAwoniyi
164,2022-12-26,Southampton,Brighton & Hove Albion,GavinBazunu,RomainPerraud,MohammedSalisu,KyleWalker-Peters,Lyanco,SamuelEdozie,MohamedElyounoussi,JamesWard-Prowse,IbrahimaDiallo,MoussaDjenepo,ChéAdams,RobertSánchez,PervisEstupiñán,LeviColwill,LewisDunk,JoëlVeltman,SollyMarch,KaoruMitoma,PascalGroß,AdamLallana,MoisésCaicedo,LeandroTrossard
165,2022-12-31,Bournemouth,Crystal Palace,MarkTravers,LloydKelly,AdamSmith,MarcosSenesi,JordanZemura,LewisCook,JaidonAnthony,JeffersonLerma,PhilipBilling,KiefferMoore,DominicSolanke,VicenteGuaita,NathanielClyne,JoelWard,JoachimAndersen,MarcGuéhi,EberechiEze,CheickDoucouré,WilfriedZaha,MichaelOlise,JeffreySchlupp,JordanAyew
166,2022-12-31,Brighton & Hove Albion,Arsenal,RobertSánchez,LeviColwill,TariqLamptey,LewisDunk,PervisEstupiñán,AdamLallana,BillyGilmour,SollyMarch,KaoruMitoma,PascalGroß,LeandroTrossard,AaronRamsdale,BenWhite,OleksandrZinchenko,WilliamSaliba,GabrielMagalhães,MartinØdegaard,GranitXhaka,ThomasPartey,GabrielMartinelli,BukayoSaka,EddieNketiah
167,2022-12-31,Fulham,Southampton,BerndLeno,KennyTete,IssaDiop,TimReam,AntoneeRobinson,AndreasPereira,HarrisonReed,BobbyDeCordova-Reid,Willian,JoãoPalhinha,AleksandarMitrovic,GavinBazunu,ArmelBella-Kotchap,MohammedSalisu,Lyanco,JamesWard-Prowse,MohamedElyounoussi,AinsleyMaitland-Niles,KyleWalker-Peters,JoeAribo,SamuelEdozie,ChéAdams
168,2022-12-30,Liverpool,Leicester City,Alisson,TrentAlexander-Arnold,VirgilvanDijk,AndrewRobertson,JoëlMatip,HarveyElliott,Thiago,JordanHenderson,MohamedSalah,DarwinNúñez,AlexOxlade-Chamberlain,DannyWard,LukeThomas,DanielAmartey,TimothyCastagne,WoutFaes,WilfredNdidi,AyozePérez,HarveyBarnes,KiernanDewsbury-Hall,BoubakarySoumaré,PatsonDaka
169,2022-12-31,Manchester City,Everton,Ederson,RicoLewis,NathanAké,JohnStones,ManuelAkanji,KevinDeBruyne,BernardoSilva,Rodri,ErlingHaaland,JackGrealish,RiyadMahrez,JordanPickford,BenGodfrey,VitaliiMykolenko,ConorCoady,JamesTarkowski,NathanPatterson,IdrissaGueye,AmadouOnana,AlexIwobi,DemaraiGray,DominicCalvert-Lewin
170,2022-12-31,Newcastle United,Leeds United,NickPope,SvenBotman,FabianSchär,KieranTrippier,DanBurn,BrunoGuimarães,JoeWillock,SeanLongstaff,ChrisWood,Joelinton,MiguelAlmirón,IllanMeslier,PascalStruijk,LukeAyling,RobinKoch,LiamCooper,AdamForshaw,WilfriedGnonto,BrendenAaronson,TylerAdams,JackHarrison,Rodrigo
171,2023-01-01,Nottingham Forest,Chelsea,DeanHenderson,SèrgeAurier,WillyBoly,RenanLodi,JoeWorrall,RemoFreuler,RyanYates,OrelMangala,MorganGibbs-White,TaiwoAwoniyi,BrennanJohnson,KepaArrizabalaga,KalidouKoulibaly,ThiagoSilva,MarcCucurella,CésarAzpilicueta,Jorginho,DenisZakaria,MasonMount,KaiHavertz,ChristianPulisic,RaheemSterling
172,2023-01-01,Tottenham Hotspur,Aston Villa,HugoLloris,ClémentLenglet,BenDavies,CristianRomero,YvesBissouma,IvanPerisic,MattDoherty,Pierre-EmileHøjbjerg,SonHeung-Min,BryanGil,HarryKane,RobinOlsen,EzriKonsa,TyroneMings,AshleyYoung,LucasDigne,EmilianoBuendía,JohnMcGinn,DouglasLuiz,BoubacarKamara,LeonBailey,OllieWatkins
173,2022-12-30,West Ham United,Brentford,LukaszFabianski,CraigDawson,AngeloOgbonna,AaronCresswell,Emerson,VladimírCoufal,DeclanRice,LucasPaquetá,JarrodBowen,SaïdBenrahma,GianlucaScamacca,DavidRaya,EthanPinnock,BenMee,Zanka,MathiasJensen,MadsRoerslev,ChristianNørgaard,RicoHenry,JoshDasilva,IvanToney,BryanMbeumo
174,2022-12-31,Wolverhampton Wanderers,Manchester United,JoséSá,MaximilianKilman,HugoBueno,NathanCollins,NélsonSemedo,JoãoMoutinho,HwangHee-Chan,DanielPodence,RúbenNeves,MatheusNunes,DiegoCosta,DaviddeGea,RaphaëlVarane,AaronWan-Bissaka,TyrellMalacia,LukeShaw,BrunoFernandes,AlejandroGarnacho,ChristianEriksen,Antony,Casemiro,AnthonyMartial
175,2023-01-03,Arsenal,Newcastle United,AaronRamsdale,OleksandrZinchenko,WilliamSaliba,BenWhite,GabrielMagalhães,ThomasPartey,GranitXhaka,MartinØdegaard,GabrielMartinelli,EddieNketiah,BukayoSaka,NickPope,FabianSchär,DanBurn,SvenBotman,KieranTrippier,BrunoGuimarães,JoeWillock,SeanLongstaff,Joelinton,CallumWilson,MiguelAlmirón
176,2023-01-04,Aston Villa,Wolverhampton Wanderers,EmilianoMartínez,LucasDigne,EzriKonsa,AshleyYoung,TyroneMings,EmilianoBuendía,MattyCash,DouglasLuiz,BoubacarKamara,LeonBailey,OllieWatkins,JoséSá,NathanCollins,MaximilianKilman,HugoBueno,NélsonSemedo,RúbenNeves,HwangHee-Chan,DanielPodence,MatheusNunes,JoãoMoutinho,DiegoCosta
177,2023-01-02,Brentford,Liverpool,DavidRaya,Zanka,EthanPinnock,BenMee,MadsRoerslev,MathiasJensen,RicoHenry,ChristianNørgaard,VitalyJanelt,YoaneWissa,BryanMbeumo,Alisson,TrentAlexander-Arnold,KonstantinosTsimikas,IbrahimaKonaté,VirgilvanDijk,Thiago,HarveyElliott,Fabinho,AlexOxlade-Chamberlain,MohamedSalah,DarwinNúñez
178,2023-01-05,Chelsea,Manchester City,KepaArrizabalaga,KalidouKoulibaly,ThiagoSilva,CésarAzpilicueta,MarcCucurella,DenisZakaria,HakimZiyech,MateoKovacic,RaheemSterling,ChristianPulisic,KaiHavertz,Ederson,NathanAké,JohnStones,KyleWalker,BernardoSilva,IlkayGündogan,KevinDeBruyne,Rodri,JoãoCancelo,ErlingHaaland,PhilFoden
179,2023-01-04,Crystal Palace,Tottenham Hotspur,VicenteGuaita,MarcGuéhi,JoachimAndersen,NathanielClyne,JoelWard,JeffreySchlupp,CheickDoucouré,EberechiEze,MichaelOlise,WilfriedZaha,JordanAyew,HugoLloris,ClémentLenglet,CristianRomero,EricDier,OliverSkipp,Pierre-EmileHøjbjerg,MattDoherty,IvanPerisic,SonHeung-Min,HarryKane,BryanGil
180,2023-01-03,Everton,Brighton & Hove Albion,JordanPickford,JamesTarkowski,NathanPatterson,VitaliiMykolenko,ConorCoady,TomDavies,AlexIwobi,IdrissaGueye,DominicCalvert-Lewin,DemaraiGray,DwightMcNeil,RobertSánchez,PervisEstupiñán,LewisDunk,JoëlVeltman,LeviColwill,KaoruMitoma,JeremySarmiento,SollyMarch,PascalGroß,MoisésCaicedo,EvanFerguson
181,2023-01-04,Leeds United,West Ham United,IllanMeslier,PascalStruijk,LukeAyling,LiamCooper,RobinKoch,TylerAdams,WilfriedGnonto,BrendenAaronson,CrysencioSummerville,MarcRoca,Rodrigo,LukaszFabianski,NayefAguerd,ThiloKehrer,CraigDawson,VladimírCoufal,TomásSoucek,LucasPaquetá,DeclanRice,GianlucaScamacca,JarrodBowen,PabloFornals
182,2023-01-03,Leicester City,Fulham,DannyWard,DanielAmartey,LukeThomas,TimothyCastagne,WoutFaes,BoubakarySoumaré,AyozePérez,YouriTielemans,HarveyBarnes,WilfredNdidi,JamieVardy,BerndLeno,TimReam,TosinAdarabioyo,KennyTete,AntoneeRobinson,Willian,BobbyDeCordova-Reid,AndreasPereira,HarrisonReed,JoãoPalhinha,AleksandarMitrovic
183,2023-01-03,Manchester United,Bournemouth,DaviddeGea,AaronWan-Bissaka,LukeShaw,HarryMaguire,VictorLindelöf,BrunoFernandes,ChristianEriksen,MarcusRashford,DonnyvandeBeek,Casemiro,AnthonyMartial,MarkTravers,ChrisMepham,MarcosSenesi,AdamSmith,LloydKelly,RyanChristie,JaidonAnthony,JeffersonLerma,LewisCook,DominicSolanke,PhilipBilling
184,2023-01-04,Southampton,Nottingham Forest,GavinBazunu,ArmelBella-Kotchap,Lyanco,MohammedSalisu,KyleWalker-Peters,MohamedElyounoussi,JamesWard-Prowse,RoméoLavia,RomainPerraud,SékouMara,ChéAdams,DeanHenderson,SèrgeAurier,WillyBoly,RenanLodi,JoeWorrall,OrelMangala,RemoFreuler,MorganGibbs-White,RyanYates,TaiwoAwoniyi,BrennanJohnson
185,2023-01-13,Aston Villa,Leeds United,EmilianoMartínez,TyroneMings,AshleyYoung,LucasDigne,EzriKonsa,DouglasLuiz,BoubacarKamara,JacobRamsey,LeonBailey,EmilianoBuendía,OllieWatkins,IllanMeslier,LiamCooper,LukeAyling,PascalStruijk,RobinKoch,JackHarrison,WilfriedGnonto,TylerAdams,MarcRoca,BrendenAaronson,Rodrigo
186,2023-01-14,Brentford,Bournemouth,DavidRaya,BenMee,EthanPinnock,KristofferAjer,VitalyJanelt,ChristianNørgaard,MathiasJensen,JoshDasilva,YoaneWissa,IvanToney,BryanMbeumo,Neto,MarcosSenesi,LloydKelly,JackStacey,ChrisMepham,JaidonAnthony,RyanChristie,LewisCook,JeffersonLerma,KiefferMoore,PhilipBilling
187,2023-01-14,Brighton & Hove Albion,Liverpool,RobertSánchez,LewisDunk,PascalGroß,PervisEstupiñán,LeviColwill,MoisésCaicedo,KaoruMitoma,AdamLallana,SollyMarch,AlexisMacAllister,EvanFerguson,Alisson,IbrahimaKonaté,TrentAlexander-Arnold,JoëlMatip,AndrewRobertson,Fabinho,AlexOxlade-Chamberlain,Thiago,JordanHenderson,CodyGakpo,MohamedSalah
188,2023-01-15,Chelsea,Crystal Palace,KepaArrizabalaga,LewisHall,ThiagoSilva,BenoîtBadiashile,TrevohChalobah,CarneyChukwuemeka,ConorGallagher,Jorginho,HakimZiyech,MasonMount,KaiHavertz,VicenteGuaita,JoachimAndersen,TyrickMitchell,NathanielClyne,MarcGuéhi,EberechiEze,CheickDoucouré,MichaelOlise,JordanAyew,JeffreySchlupp,WilfriedZaha
189,2023-01-14,Everton,Southampton,JordanPickford,BenGodfrey,JamesTarkowski,ConorCoady,VitaliiMykolenko,SéamusColeman,IdrissaGueye,AmadouOnana,AlexIwobi,DominicCalvert-Lewin,DemaraiGray,GavinBazunu,DujeCaleta-Car,KyleWalker-Peters,MohammedSalisu,Lyanco,SamuelEdozie,RoméoLavia,MohamedElyounoussi,IbrahimaDiallo,JamesWard-Prowse,ChéAdams
190,2023-01-14,Manchester United,Manchester City,DaviddeGea,AaronWan-Bissaka,RaphaëlVarane,TyrellMalacia,LukeShaw,Casemiro,ChristianEriksen,BrunoFernandes,MarcusRashford,Fred,AnthonyMartial,Ederson,JoãoCancelo,KyleWalker,NathanAké,ManuelAkanji,KevinDeBruyne,BernardoSilva,Rodri,PhilFoden,ErlingHaaland,RiyadMahrez
191,2023-01-15,Newcastle United,Fulham,NickPope,KieranTrippier,SvenBotman,DanBurn,FabianSchär,BrunoGuimarães,JoeWillock,SeanLongstaff,Joelinton,CallumWilson,MiguelAlmirón,BerndLeno,KennyTete,TimReam,IssaDiop,LayvinKurzawa,AndreasPereira,BobbyDeCordova-Reid,JoãoPalhinha,HarrisonReed,Willian,AleksandarMitrovic
192,2023-01-14,Nottingham Forest,Leicester City,DeanHenderson,JoeWorrall,RenanLodi,SèrgeAurier,ScottMcKenna,OrelMangala,GustavoScarpa,RemoFreuler,RyanYates,MorganGibbs-White,BrennanJohnson,DannyWard,WoutFaes,LukeThomas,DanielAmartey,TimothyCastagne,NampalysMendy,WilfredNdidi,YouriTielemans,HarveyBarnes,MarcAlbrighton,JamieVardy
193,2023-01-15,Tottenham Hotspur,Arsenal,HugoLloris,EricDier,ClémentLenglet,CristianRomero,Pierre-EmileHøjbjerg,MattDoherty,RyanSessegnon,PapeSarr,HarryKane,SonHeung-Min,DejanKulusevski,AaronRamsdale,WilliamSaliba,GabrielMagalhães,BenWhite,OleksandrZinchenko,ThomasPartey,GranitXhaka,MartinØdegaard,BukayoSaka,EddieNketiah,GabrielMartinelli
194,2023-01-14,Wolverhampton Wanderers,West Ham United,JoséSá,NélsonSemedo,MaximilianKilman,HugoBueno,NathanCollins,HwangHee-Chan,RúbenNeves,MatheusNunes,JoãoMoutinho,DanielPodence,MatheusCunha,LukaszFabianski,AngeloOgbonna,AaronCresswell,NayefAguerd,VladimírCoufal,TomásSoucek,LucasPaquetá,DeclanRice,MichailAntonio,JarrodBowen,PabloFornals
195,2023-01-22,Arsenal,Manchester United,AaronRamsdale,OleksandrZinchenko,GabrielMagalhães,WilliamSaliba,BenWhite,ThomasPartey,MartinØdegaard,GranitXhaka,BukayoSaka,EddieNketiah,GabrielMartinelli,DaviddeGea,LukeShaw,RaphaëlVarane,AaronWan-Bissaka,LisandroMartínez,BrunoFernandes,Antony,ChristianEriksen,ScottMcTominay,MarcusRashford,WoutWeghorst
196,2023-01-21,Bournemouth,Nottingham Forest,Neto,LloydKelly,JordanZemura,AdamSmith,JackStephens,JoeRothwell,DangoOuattara,JeffersonLerma,JaidonAnthony,RyanChristie,KiefferMoore,WayneHennessey,JoeWorrall,RenanLodi,WillyBoly,SèrgeAurier,OrelMangala,RemoFreuler,MorganGibbs-White,RyanYates,BrennanJohnson,ChrisWood
197,2023-01-21,Crystal Palace,Newcastle United,VicenteGuaita,MarcGuéhi,ChrisRichards,JoelWard,TyrickMitchell,EberechiEze,CheickDoucouré,JeffreySchlupp,WilfriedZaha,JordanAyew,OdsonneÉdouard,NickPope,DanBurn,SvenBotman,KieranTrippier,FabianSchär,SeanLongstaff,JoeWillock,BrunoGuimarães,MiguelAlmirón,CallumWilson,Joelinton
198,2023-01-23,Fulham,Tottenham Hotspur,BerndLeno,IssaDiop,AntoneeRobinson,KennyTete,TimReam,AndreasPereira,Willian,HarrisonReed,BobbyDeCordova-Reid,JoãoPalhinha,AleksandarMitrovic,HugoLloris,EricDier,BenDavies,CristianRomero,EmersonRoyal,Pierre-EmileHøjbjerg,IvanPerisic,RodrigoBentancur,HarryKane,SonHeung-Min,DejanKulusevski
199,2023-01-22,Leeds United,Brentford,IllanMeslier,RobinKoch,LukeAyling,PascalStruijk,MaximilianWöber,MarcRoca,TylerAdams,WilfriedGnonto,JackHarrison,BrendenAaronson,Rodrigo,DavidRaya,BenMee,KristofferAjer,EthanPinnock,JoshDasilva,ChristianNørgaard,MathiasJensen,MadsRoerslev,RicoHenry,BryanMbeumo,IvanToney
200,2023-01-21,Leicester City,Brighton & Hove Albion,DannyWard,DanielAmartey,TimothyCastagne,LukeThomas,WoutFaes,NampalysMendy,DennisPraet,YouriTielemans,HarveyBarnes,JamieVardy,KiernanDewsbury-Hall,RobertSánchez,LewisDunk,JanPaulvanHecke,PervisEstupiñán,PascalGroß,MoisésCaicedo,AlexisMacAllister,AdamLallana,KaoruMitoma,SollyMarch,DannyWelbeck
201,2023-01-21,Liverpool,Chelsea,Alisson,JoeGomez,JamesMilner,AndrewRobertson,IbrahimaKonaté,Thiago,NabyKeïta,StefanBajcetic,MohamedSalah,CodyGakpo,HarveyElliott,KepaArrizabalaga,TrevohChalobah,ThiagoSilva,BenoîtBadiashile,LewisHall,MarcCucurella,HakimZiyech,Jorginho,ConorGallagher,KaiHavertz,MasonMount
202,2023-01-22,Manchester City,Wolverhampton Wanderers,Ederson,JohnStones,ManuelAkanji,AymericLaporte,RicoLewis,IlkayGündogan,Rodri,KevinDeBruyne,ErlingHaaland,RiyadMahrez,JackGrealish,JoséSá,MaximilianKilman,HugoBueno,NathanCollins,NélsonSemedo,MarioLemina,MatheusNunes,RúbenNeves,RaúlJiménez,AdamaTraoré,HwangHee-Chan
203,2023-01-21,Southampton,Aston Villa,GavinBazunu,KyleWalker-Peters,MohammedSalisu,Lyanco,DujeCaleta-Car,RoméoLavia,SamuelEdozie,IbrahimaDiallo,AdamArmstrong,JamesWard-Prowse,ChéAdams,EmilianoMartínez,AshleyYoung,EzriKonsa,ÁlexMoreno,TyroneMings,DouglasLuiz,BoubacarKamara,JacobRamsey,EmilianoBuendía,OllieWatkins,LeonBailey
