,date,team,opponent,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11
64,2023-01-19,Manchester City,Tottenham Hotspur,Ederson,JohnStones,ManuelAkanji,RicoLewis,NathanAké,JuliánÁlvarez,RiyadMahrez,JackGrealish,Rodri,IlkayGündogan,ErlingHaaland,HugoLloris,EricDier,CristianRomero,BenDavies,RodrigoBentancur,Pierre-EmileHøjbjerg,EmersonRoyal,IvanPerisic,DejanKulusevski,SonHeung-Min,HarryKane
65,2023-03-15,Southampton,Brentford,GavinBazunu,KyleWalker-Peters,JanBednarek,RomainPerraud,ArmelBella-Kotchap,JamesWard-Prowse,MohamedElyounoussi,KamaldeenSulemana,CarlosAlcaraz,IbrahimaDiallo,ChéAdams,DavidRaya,RicoHenry,EthanPinnock,BenMee,AaronHickey,ChristianNørgaard,VitalyJanelt,MathiasJensen,KevinSchade,BryanMbeumo,IvanToney
66,2022-09-16,Aston Villa,Southampton,EmilianoMartínez,EzriKonsa,TyroneMings,AshleyYoung,LucasDigne,JacobRamsey,PhilippeCoutinho,BoubacarKamara,LeonBailey,JohnMcGinn,OllieWatkins,GavinBazunu,RomainPerraud,MohammedSalisu,ArmelBella-Kotchap,KyleWalker-Peters,MohamedElyounoussi,IbrahimaDiallo,JamesWard-Prowse,MoussaDjenepo,AdamArmstrong,ChéAdams
67,2022-09-18,Brentford,Arsenal,DavidRaya,KristofferAjer,BenMee,PontusJansson,RicoHenry,VitalyJanelt,AaronHickey,MathiasJensen,JoshDasilva,IvanToney,BryanMbeumo,AaronRamsdale,GabrielMagalhães,WilliamSaliba,KieranTierney,BenWhite,FábioVieira,ThomasPartey,GranitXhaka,BukayoSaka,GabrielMartinelli,GabrielJesus
68,2023-03-15,Brighton & Hove Albion,Crystal Palace,JasonSteele,LewisDunk,LeviColwill,PervisEstupiñán,JoëlVeltman,MoisésCaicedo,PascalGroß,KaoruMitoma,SollyMarch,AlexisMacAllister,DannyWelbeck,JoeWhitworth,JoachimAndersen,TyrickMitchell,NathanielClyne,MarcGuéhi,AlbertSambiLokonga,JeffreySchlupp,CheickDoucouré,WilfriedZaha,MichaelOlise,OdsonneÉdouard
69,2022-09-18,Everton,West Ham United,AsmirBegovic,JamesTarkowski,VitaliiMykolenko,NathanPatterson,ConorCoady,AlexIwobi,AmadouOnana,IdrissaGueye,AnthonyGordon,NealMaupay,DemaraiGray,LukaszFabianski,KurtZouma,AaronCresswell,VladimírCoufal,ThiloKehrer,PabloFornals,LucasPaquetá,TomásSoucek,JarrodBowen,DeclanRice,MichailAntonio
70,2023-02-08,Manchester United,Leeds United,DaviddeGea,DiogoDalot,LisandroMartínez,LukeShaw,RaphaëlVarane,MarcusRashford,MarcelSabitzer,AlejandroGarnacho,Fred,BrunoFernandes,WoutWeghorst,IllanMeslier,PascalStruijk,LukeAyling,RobinKoch,MaximilianWöber,JackHarrison,WilfriedGnonto,TylerAdams,WestonMcKennie,LuisSinisterra,PatrickBamford
71,2022-09-17,Newcastle United,Bournemouth,NickPope,MattTargett,FabianSchär,KieranTrippier,DanBurn,JoeWillock,BrunoGuimarães,Joelinton,MiguelAlmirón,AlexanderIsak,RyanFraser,Neto,AdamSmith,MarcosSenesi,JordanZemura,ChrisMepham,JeffersonLerma,PhilipBilling,MarcusTavernier,LewisCook,RyanChristie,DominicSolanke
72,2022-09-16,Nottingham Forest,Fulham,DeanHenderson,SteveCook,WillyBoly,ScottMcKenna,RenanLodi,NecoWilliams,RemoFreuler,RyanYates,BrennanJohnson,MorganGibbs-White,TaiwoAwoniyi,BerndLeno,IssaDiop,KennyTete,TimReam,TosinAdarabioyo,JoãoPalhinha,Willian,AndreasPereira,HarrisonReed,BobbyDeCordova-Reid,AleksandarMitrovic
73,2022-09-17,Tottenham Hotspur,Leicester City,HugoLloris,ClémentLenglet,EricDier,DavinsonSánchez,Pierre-EmileHøjbjerg,IvanPerisic,RodrigoBentancur,RyanSessegnon,HarryKane,Richarlison,DejanKulusevski,DannyWard,JonnyEvans,WoutFaes,JamesJustin,TimothyCastagne,YouriTielemans,KiernanDewsbury-Hall,WilfredNdidi,JamesMaddison,HarveyBarnes,PatsonDaka
74,2022-09-17,Wolverhampton Wanderers,Manchester City,JoséSá,Jonny,NathanCollins,MaximilianKilman,RayanAït-Nouri,JoãoMoutinho,MatheusNunes,RúbenNeves,PedroNeto,DanielPodence,GonçaloGuedes,Ederson,JoãoCancelo,RúbenDias,ManuelAkanji,JohnStones,BernardoSilva,Rodri,KevinDeBruyne,PhilFoden,ErlingHaaland,JackGrealish
75,2022-10-01,Arsenal,Tottenham Hotspur,AaronRamsdale,WilliamSaliba,OleksandrZinchenko,BenWhite,GabrielMagalhães,ThomasPartey,GranitXhaka,MartinØdegaard,BukayoSaka,GabrielMartinelli,GabrielJesus,HugoLloris,EricDier,CristianRomero,ClémentLenglet,RodrigoBentancur,EmersonRoyal,IvanPerisic,Pierre-EmileHøjbjerg,SonHeung-Min,Richarlison,HarryKane
76,2022-10-01,Bournemouth,Brentford,Neto,AdamSmith,ChrisMepham,JordanZemura,MarcosSenesi,MarcusTavernier,JeffersonLerma,PhilipBilling,LewisCook,KiefferMoore,DominicSolanke,DavidRaya,RicoHenry,PontusJansson,BenMee,KristofferAjer,VitalyJanelt,ShandonBaptiste,MathiasJensen,IvanToney,BryanMbeumo,MikkelDamsgaard
77,2022-10-01,Crystal Palace,Chelsea,VicenteGuaita,NathanielClyne,JoelWard,MarcGuéhi,TyrickMitchell,CheickDoucouré,EberechiEze,MichaelOlise,OdsonneÉdouard,JordanAyew,WilfriedZaha,KepaArrizabalaga,BenChilwell,ThiagoSilva,WesleyFofana,ReeceJames,KaiHavertz,Jorginho,MasonMount,MateoKovacic,RaheemSterling,Pierre-EmerickAubameyang
78,2022-10-01,Fulham,Newcastle United,BerndLeno,KevinMbabu,TimReam,LayvinKurzawa,TosinAdarabioyo,DanJames,BobbyDeCordova-Reid,NathanielChalobah,HarrisonReed,AndreasPereira,AleksandarMitrovic,NickPope,KieranTrippier,DanBurn,SvenBotman,FabianSchär,SeanLongstaff,JoeWillock,BrunoGuimarães,MiguelAlmirón,JacobMurphy,CallumWilson
79,2022-10-02,Leeds United,Aston Villa,IllanMeslier,PascalStruijk,RasmusKristensen,LiamCooper,RobinKoch,LuisSinisterra,MarcRoca,TylerAdams,JackHarrison,BrendenAaronson,Rodrigo,EmilianoMartínez,AshleyYoung,LudwigAugustinsson,EzriKonsa,TyroneMings,JohnMcGinn,DouglasLuiz,JacobRamsey,PhilippeCoutinho,OllieWatkins,LeonBailey
80,2022-10-03,Leicester City,Nottingham Forest,DannyWard,WoutFaes,JonnyEvans,TimothyCastagne,JamesJustin,KiernanDewsbury-Hall,WilfredNdidi,HarveyBarnes,YouriTielemans,JamesMaddison,JamieVardy,DeanHenderson,NecoWilliams,SteveCook,RenanLodi,ScottMcKenna,BrennanJohnson,CheikhouKouyaté,LewisO'Brien,JesseLingard,MorganGibbs-White,TaiwoAwoniyi
81,2022-10-01,Liverpool,Brighton & Hove Albion,Alisson,JoëlMatip,TrentAlexander-Arnold,VirgilvanDijk,KonstantinosTsimikas,JordanHenderson,Thiago,Fabinho,MohamedSalah,FábioCarvalho,RobertoFirmino,RobertSánchez,AdamWebster,JoëlVeltman,LewisDunk,AlexisMacAllister,MoisésCaicedo,PervisEstupiñán,SollyMarch,PascalGroß,DannyWelbeck,LeandroTrossard
82,2022-10-02,Manchester City,Manchester United,Ederson,KyleWalker,ManuelAkanji,NathanAké,JoãoCancelo,IlkayGündogan,BernardoSilva,KevinDeBruyne,JackGrealish,PhilFoden,ErlingHaaland,DaviddeGea,TyrellMalacia,LisandroMartínez,RaphaëlVarane,DiogoDalot,ChristianEriksen,Antony,BrunoFernandes,JadonSancho,ScottMcTominay,MarcusRashford
83,2022-10-01,Southampton,Everton,GavinBazunu,ArmelBella-Kotchap,DujeCaleta-Car,JuanLarios,KyleWalker-Peters,JoeAribo,AinsleyMaitland-Niles,StuartArmstrong,JamesWard-Prowse,SékouMara,ChéAdams,JordanPickford,JamesTarkowski,VitaliiMykolenko,SéamusColeman,ConorCoady,AlexIwobi,IdrissaGueye,AmadouOnana,DwightMcNeil,DemaraiGray,NealMaupay
84,2022-10-01,West Ham United,Wolverhampton Wanderers,LukaszFabianski,AaronCresswell,CraigDawson,ThiloKehrer,KurtZouma,MaxwelCornet,JarrodBowen,DeclanRice,LucasPaquetá,TomásSoucek,GianlucaScamacca,JoséSá,Jonny,MaximilianKilman,RúbenNeves,MatheusNunes,RayanAït-Nouri,JoãoMoutinho,NélsonSemedo,PedroNeto,GonçaloGuedes,DanielPodence
85,2022-10-09,Arsenal,Liverpool,AaronRamsdale,TakehiroTomiyasu,WilliamSaliba,BenWhite,GabrielMagalhães,ThomasPartey,GranitXhaka,MartinØdegaard,BukayoSaka,GabrielMartinelli,GabrielJesus,Alisson,VirgilvanDijk,TrentAlexander-Arnold,JoëlMatip,KonstantinosTsimikas,Thiago,DiogoJota,MohamedSalah,LuisDíaz,JordanHenderson,DarwinNúñez
86,2022-10-08,Bournemouth,Leicester City,Neto,ChrisMepham,RyanFredericks,MarcosSenesi,AdamSmith,JeffersonLerma,MarcusTavernier,LewisCook,RyanChristie,PhilipBilling,DominicSolanke,DannyWard,JamesJustin,TimothyCastagne,WoutFaes,JonnyEvans,YouriTielemans,JamesMaddison,KiernanDewsbury-Hall,BoubakarySoumaré,HarveyBarnes,PatsonDaka
87,2022-10-08,Brighton & Hove Albion,Tottenham Hotspur,RobertSánchez,AdamWebster,JoëlVeltman,LewisDunk,AlexisMacAllister,MoisésCaicedo,PervisEstupiñán,SollyMarch,PascalGroß,DannyWelbeck,LeandroTrossard,HugoLloris,CristianRomero,BenDavies,EricDier,Pierre-EmileHøjbjerg,RyanSessegnon,RodrigoBentancur,MattDoherty,YvesBissouma,SonHeung-Min,HarryKane
88,2022-10-08,Chelsea,Wolverhampton Wanderers,KepaArrizabalaga,KalidouKoulibaly,MarcCucurella,TrevohChalobah,CésarAzpilicueta,ConorGallagher,ChristianPulisic,Jorginho,RubenLoftus-Cheek,MasonMount,KaiHavertz,JoséSá,Jonny,MaximilianKilman,NélsonSemedo,Toti,MatheusNunes,AdamaTraoré,GonçaloGuedes,DanielPodence,JoãoMoutinho,DiegoCosta
89,2022-10-09,Crystal Palace,Leeds United,VicenteGuaita,JeffreySchlupp,JoelWard,MarcGuéhi,JoachimAndersen,CheickDoucouré,EberechiEze,MichaelOlise,OdsonneÉdouard,JordanAyew,WilfriedZaha,IllanMeslier,PascalStruijk,LiamCooper,RasmusKristensen,RobinKoch,MarcRoca,BrendenAaronson,JackHarrison,Rodrigo,TylerAdams,PatrickBamford
90,2022-10-09,Everton,Manchester United,JordanPickford,JamesTarkowski,VitaliiMykolenko,SéamusColeman,ConorCoady,AlexIwobi,IdrissaGueye,AmadouOnana,DemaraiGray,NealMaupay,AnthonyGordon,DaviddeGea,LukeShaw,LisandroMartínez,VictorLindelöf,DiogoDalot,Casemiro,ChristianEriksen,Antony,MarcusRashford,BrunoFernandes,AnthonyMartial
91,2022-10-08,Manchester City,Southampton,Ederson,ManuelAkanji,RúbenDias,NathanAké,JoãoCancelo,PhilFoden,Rodri,RiyadMahrez,BernardoSilva,KevinDeBruyne,ErlingHaaland,GavinBazunu,ArmelBella-Kotchap,KyleWalker-Peters,RomainPerraud,MohammedSalisu,JoeAribo,JamesWard-Prowse,StuartArmstrong,IbrahimaDiallo,ChéAdams,AdamArmstrong
92,2022-10-08,Newcastle United,Brentford,NickPope,FabianSchär,DanBurn,KieranTrippier,SvenBotman,BrunoGuimarães,JoeWillock,SeanLongstaff,JacobMurphy,MiguelAlmirón,CallumWilson,DavidRaya,KristofferAjer,EthanPinnock,BenMee,RicoHenry,ShandonBaptiste,JoshDasilva,AaronHickey,MathiasJensen,BryanMbeumo,IvanToney
93,2022-10-10,Nottingham Forest,Aston Villa,DeanHenderson,ScottMcKenna,SteveCook,SèrgeAurier,HarryToffolo,RyanYates,CheikhouKouyaté,RemoFreuler,EmmanuelDennis,BrennanJohnson,MorganGibbs-White,EmilianoMartínez,AshleyYoung,EzriKonsa,TyroneMings,MattyCash,JohnMcGinn,DouglasLuiz,JacobRamsey,OllieWatkins,EmilianoBuendía,PhilippeCoutinho
94,2022-10-09,West Ham United,Fulham,LukaszFabianski,KurtZouma,ThiloKehrer,CraigDawson,AaronCresswell,PabloFornals,JarrodBowen,DeclanRice,TomásSoucek,LucasPaquetá,GianlucaScamacca,BerndLeno,BobbyDeCordova-Reid,TimReam,TosinAdarabioyo,AntoneeRobinson,HarrisonReed,JoãoPalhinha,DanJames,NeeskensKebano,AndreasPereira,CarlosVinícius
95,2022-10-16,Aston Villa,Chelsea,EmilianoMartínez,MattyCash,TyroneMings,EzriKonsa,AshleyYoung,JohnMcGinn,DouglasLuiz,JacobRamsey,DannyIngs,OllieWatkins,LeonBailey,KepaArrizabalaga,MarcCucurella,TrevohChalobah,ThiagoSilva,MateoKovacic,BenChilwell,RubenLoftus-Cheek,RaheemSterling,MasonMount,Pierre-EmerickAubameyang,KaiHavertz
96,2022-10-14,Brentford,Brighton & Hove Albion,DavidRaya,BenMee,RicoHenry,KristofferAjer,EthanPinnock,VitalyJanelt,MathiasJensen,FrankOnyeka,YoaneWissa,BryanMbeumo,IvanToney,RobertSánchez,JoëlVeltman,LewisDunk,PervisEstupiñán,AdamWebster,MoisésCaicedo,LeandroTrossard,AlexisMacAllister,SollyMarch,DannyWelbeck,PascalGroß
97,2022-10-15,Fulham,Bournemouth,BerndLeno,TimReam,IssaDiop,BobbyDeCordova-Reid,AntoneeRobinson,DanJames,AndreasPereira,JoãoPalhinha,HarrisonReed,NeeskensKebano,AleksandarMitrovic,Neto,MarcosSenesi,RyanFredericks,ChrisMepham,AdamSmith,JeffersonLerma,RyanChristie,MarcusTavernier,PhilipBilling,LewisCook,DominicSolanke
98,2022-10-16,Leeds United,Arsenal,IllanMeslier,RobinKoch,LiamCooper,RasmusKristensen,PascalStruijk,JackHarrison,MarcRoca,TylerAdams,LuisSinisterra,BrendenAaronson,Rodrigo,AaronRamsdale,WilliamSaliba,BenWhite,TakehiroTomiyasu,GabrielMagalhães,ThomasPartey,GranitXhaka,MartinØdegaard,BukayoSaka,GabrielJesus,GabrielMartinelli
99,2022-10-15,Leicester City,Crystal Palace,DannyWard,WoutFaes,DanielAmartey,JamesJustin,TimothyCastagne,JamesMaddison,BoubakarySoumaré,YouriTielemans,HarveyBarnes,KiernanDewsbury-Hall,PatsonDaka,VicenteGuaita,TyrickMitchell,JoachimAndersen,JoelWard,MarcGuéhi,JeffreySchlupp,CheickDoucouré,EberechiEze,WilfriedZaha,OdsonneÉdouard,JordanAyew
100,2022-10-16,Liverpool,Manchester City,Alisson,AndrewRobertson,JamesMilner,VirgilvanDijk,JoeGomez,Thiago,DiogoJota,HarveyElliott,Fabinho,RobertoFirmino,MohamedSalah,Ederson,RúbenDias,ManuelAkanji,NathanAké,JoãoCancelo,PhilFoden,BernardoSilva,Rodri,KevinDeBruyne,ErlingHaaland,IlkayGündogan
101,2022-10-16,Manchester United,Newcastle United,DaviddeGea,LukeShaw,DiogoDalot,RaphaëlVarane,LisandroMartínez,BrunoFernandes,Antony,Fred,Casemiro,JadonSancho,CristianoRonaldo,NickPope,KieranTrippier,DanBurn,SvenBotman,FabianSchär,Joelinton,BrunoGuimarães,SeanLongstaff,JacobMurphy,CallumWilson,MiguelAlmirón
102,2022-10-16,Southampton,West Ham United,GavinBazunu,KyleWalker-Peters,RomainPerraud,MohammedSalisu,ArmelBella-Kotchap,MohamedElyounoussi,JamesWard-Prowse,AinsleyMaitland-Niles,ChéAdams,AdamArmstrong,JoeAribo,LukaszFabianski,ThiloKehrer,AaronCresswell,BenJohnson,TomásSoucek,DeclanRice,Emerson,VladimírCoufal,JarrodBowen,LucasPaquetá,GianlucaScamacca
103,2022-10-15,Tottenham Hotspur,Everton,HugoLloris,BenDavies,EricDier,CristianRomero,IvanPerisic,MattDoherty,RodrigoBentancur,Pierre-EmileHøjbjerg,SonHeung-Min,HarryKane,Richarlison,JordanPickford,DwightMcNeil,ConorCoady,SéamusColeman,JamesTarkowski,VitaliiMykolenko,AlexIwobi,AmadouOnana,IdrissaGueye,DemaraiGray,NealMaupay
104,2022-10-15,Wolverhampton Wanderers,Nottingham Forest,JoséSá,Jonny,Toti,MaximilianKilman,RayanAït-Nouri,AdamaTraoré,RúbenNeves,DanielPodence,MatheusNunes,JoãoMoutinho,DiegoCosta,DeanHenderson,HarryToffolo,NecoWilliams,ScottMcKenna,SteveCook,CheikhouKouyaté,RemoFreuler,RyanYates,EmmanuelDennis,MorganGibbs-White,BrennanJohnson
105,2023-02-15,Arsenal,Manchester City,AaronRamsdale,GabrielMagalhães,WilliamSaliba,TakehiroTomiyasu,OleksandrZinchenko,MartinØdegaard,GranitXhaka,Jorginho,EddieNketiah,GabrielMartinelli,BukayoSaka,Ederson,RúbenDias,NathanAké,BernardoSilva,KyleWalker,RiyadMahrez,KevinDeBruyne,IlkayGündogan,JackGrealish,Rodri,ErlingHaaland
106,2022-10-19,Bournemouth,Southampton,Neto,MarcosSenesi,AdamSmith,ChrisMepham,JeffersonLerma,LewisCook,MarcusTavernier,RyanFredericks,RyanChristie,DominicSolanke,PhilipBilling,GavinBazunu,DujeCaleta-Car,KyleWalker-Peters,MohammedSalisu,RomainPerraud,JamesWard-Prowse,MohamedElyounoussi,AinsleyMaitland-Niles,JoeAribo,AdamArmstrong,ChéAdams
107,2022-10-19,Brentford,Chelsea,DavidRaya,EthanPinnock,BenMee,Zanka,FrankOnyeka,MathiasJensen,RicoHenry,MadsRoerslev,VitalyJanelt,IvanToney,BryanMbeumo,KepaArrizabalaga,TrevohChalobah,CésarAzpilicueta,KalidouKoulibaly,Jorginho,MarcCucurella,RubenLoftus-Cheek,MasonMount,ConorGallagher,ArmandoBroja,KaiHavertz
108,2022-10-18,Brighton & Hove Albion,Nottingham Forest,RobertSánchez,LewisDunk,JoëlVeltman,AdamWebster,LeandroTrossard,AlexisMacAllister,MoisésCaicedo,SollyMarch,PascalGroß,AdamLallana,DannyWelbeck,DeanHenderson,SèrgeAurier,ScottMcKenna,SteveCook,NecoWilliams,RemoFreuler,OrelMangala,RyanYates,JesseLingard,BrennanJohnson,MorganGibbs-White
109,2022-10-18,Crystal Palace,Wolverhampton Wanderers,VicenteGuaita,MarcGuéhi,JoachimAndersen,TyrickMitchell,JoelWard,JeffreySchlupp,CheickDoucouré,EberechiEze,OdsonneÉdouard,WilfriedZaha,MichaelOlise,JoséSá,NélsonSemedo,MaximilianKilman,HugoBueno,NathanCollins,RúbenNeves,BoubacarTraoré,AdamaTraoré,MatheusNunes,DanielPodence,DiegoCosta
110,2022-10-20,Fulham,Aston Villa,BerndLeno,IssaDiop,TimReam,AntoneeRobinson,BobbyDeCordova-Reid,JoãoPalhinha,NeeskensKebano,AndreasPereira,Willian,HarrisonReed,AleksandarMitrovic,EmilianoMartínez,EzriKonsa,TyroneMings,AshleyYoung,JanBednarek,LeonBailey,DouglasLuiz,JacobRamsey,JohnMcGinn,OllieWatkins,DannyIngs
111,2022-10-20,Leicester City,Leeds United,DannyWard,WoutFaes,JamesJustin,TimothyCastagne,DanielAmartey,KiernanDewsbury-Hall,YouriTielemans,HarveyBarnes,BoubakarySoumaré,DennisPraet,JamieVardy,IllanMeslier,RobinKoch,RasmusKristensen,JuniorFirpo,DiegoLlorente,CrysencioSummerville,MarcRoca,TylerAdams,LuisSinisterra,BrendenAaronson,PatrickBamford
112,2022-10-19,Liverpool,West Ham United,Alisson,JoeGomez,VirgilvanDijk,TrentAlexander-Arnold,KonstantinosTsimikas,FábioCarvalho,Thiago,MohamedSalah,JordanHenderson,RobertoFirmino,DarwinNúñez,LukaszFabianski,KurtZouma,BenJohnson,AaronCresswell,ThiloKehrer,FlynnDownes,DeclanRice,TomásSoucek,PabloFornals,JarrodBowen,GianlucaScamacca
113,2022-10-19,Manchester United,Tottenham Hotspur,DaviddeGea,DiogoDalot,RaphaëlVarane,LisandroMartínez,LukeShaw,Antony,Casemiro,Fred,BrunoFernandes,JadonSancho,MarcusRashford,HugoLloris,EricDier,CristianRomero,BenDavies,RodrigoBentancur,IvanPerisic,Pierre-EmileHøjbjerg,MattDoherty,YvesBissouma,HarryKane,SonHeung-Min
114,2022-10-19,Newcastle United,Everton,NickPope,DanBurn,FabianSchär,SvenBotman,KieranTrippier,BrunoGuimarães,Joelinton,SeanLongstaff,MiguelAlmirón,CallumWilson,JacobMurphy,JordanPickford,SéamusColeman,ConorCoady,JamesTarkowski,VitaliiMykolenko,AmadouOnana,AlexIwobi,IdrissaGueye,DemaraiGray,AnthonyGordon,DominicCalvert-Lewin
115,2022-10-23,Aston Villa,Brentford,EmilianoMartínez,MattyCash,EzriKonsa,TyroneMings,AshleyYoung,OllieWatkins,LeonBailey,LeanderDendoncker,EmilianoBuendía,DouglasLuiz,DannyIngs,DavidRaya,EthanPinnock,Zanka,KristofferAjer,VitalyJanelt,RicoHenry,FrankOnyeka,MadsRoerslev,MathiasJensen,BryanMbeumo,IvanToney
116,2022-10-22,Chelsea,Manchester United,KepaArrizabalaga,TrevohChalobah,MarcCucurella,ThiagoSilva,Jorginho,BenChilwell,RubenLoftus-Cheek,CésarAzpilicueta,Pierre-EmerickAubameyang,RaheemSterling,MasonMount,DaviddeGea,DiogoDalot,RaphaëlVarane,LisandroMartínez,LukeShaw,Antony,ChristianEriksen,BrunoFernandes,Casemiro,JadonSancho,MarcusRashford
117,2022-10-22,Everton,Crystal Palace,JordanPickford,SéamusColeman,VitaliiMykolenko,JamesTarkowski,ConorCoady,AmadouOnana,DemaraiGray,AlexIwobi,AnthonyGordon,IdrissaGueye,DominicCalvert-Lewin,VicenteGuaita,MarcGuéhi,TyrickMitchell,JoachimAndersen,JoelWard,LukaMilivojevic,JordanAyew,WilfriedZaha,MichaelOlise,EberechiEze,OdsonneÉdouard
118,2022-10-23,Leeds United,Fulham,IllanMeslier,LukeAyling,PascalStruijk,LiamCooper,RobinKoch,BrendenAaronson,JackHarrison,LuisSinisterra,MarcRoca,SamGreenwood,Rodrigo,BerndLeno,BobbyDeCordova-Reid,AntoneeRobinson,TosinAdarabioyo,TimReam,JoãoPalhinha,AndreasPereira,Willian,HarrisonReed,HarryWilson,AleksandarMitrovic
119,2022-10-22,Manchester City,Brighton & Hove Albion,Ederson,ManuelAkanji,JoãoCancelo,RúbenDias,AymericLaporte,Rodri,BernardoSilva,KevinDeBruyne,ErlingHaaland,JackGrealish,RiyadMahrez,RobertSánchez,LewisDunk,AdamWebster,JoëlVeltman,SollyMarch,MoisésCaicedo,LeandroTrossard,AlexisMacAllister,DannyWelbeck,PascalGroß,AdamLallana
120,2022-10-22,Nottingham Forest,Liverpool,DeanHenderson,ScottMcKenna,SèrgeAurier,NecoWilliams,SteveCook,RyanYates,RemoFreuler,CheikhouKouyaté,MorganGibbs-White,JesseLingard,TaiwoAwoniyi,Alisson,JoeGomez,VirgilvanDijk,AndrewRobertson,JamesMilner,CurtisJones,Fabinho,FábioCarvalho,HarveyElliott,RobertoFirmino,MohamedSalah
121,2022-10-23,Southampton,Arsenal,GavinBazunu,Lyanco,MohammedSalisu,RomainPerraud,DujeCaleta-Car,StuartArmstrong,JamesWard-Prowse,MohamedElyounoussi,IbrahimaDiallo,JoeAribo,AdamArmstrong,AaronRamsdale,WilliamSaliba,GabrielMagalhães,TakehiroTomiyasu,BenWhite,GranitXhaka,MartinØdegaard,ThomasPartey,GabrielMartinelli,BukayoSaka,GabrielJesus
122,2022-10-23,Tottenham Hotspur,Newcastle United,HugoLloris,DavinsonSánchez,EricDier,ClémentLenglet,YvesBissouma,RodrigoBentancur,OliverSkipp,RyanSessegnon,EmersonRoyal,SonHeung-Min,HarryKane,NickPope,KieranTrippier,SvenBotman,FabianSchär,DanBurn,BrunoGuimarães,SeanLongstaff,JoeWillock,Joelinton,CallumWilson,MiguelAlmirón
123,2022-10-24,West Ham United,Bournemouth,LukaszFabianski,ThiloKehrer,BenJohnson,KurtZouma,AaronCresswell,DeclanRice,JarrodBowen,FlynnDownes,SaïdBenrahma,TomásSoucek,GianlucaScamacca,Neto,AdamSmith,RyanFredericks,MarcosSenesi,ChrisMepham,MarcusTavernier,LewisCook,PhilipBilling,RyanChristie,JeffersonLerma,DominicSolanke
124,2022-10-23,Wolverhampton Wanderers,Leicester City,JoséSá,NathanCollins,HugoBueno,MaximilianKilman,Jonny,AdamaTraoré,RúbenNeves,JoãoMoutinho,MatheusNunes,DanielPodence,DiegoCosta,DannyWard,WoutFaes,JamesJustin,TimothyCastagne,DanielAmartey,YouriTielemans,HarveyBarnes,BoubakarySoumaré,JamesMaddison,KiernanDewsbury-Hall,PatsonDaka
125,2022-10-30,Arsenal,Nottingham Forest,AaronRamsdale,TakehiroTomiyasu,BenWhite,GabrielMagalhães,WilliamSaliba,GranitXhaka,ThomasPartey,MartinØdegaard,BukayoSaka,GabrielMartinelli,GabrielJesus,DeanHenderson,ScottMcKenna,RenanLodi,SteveCook,SèrgeAurier,RemoFreuler,CheikhouKouyaté,RyanYates,JesseLingard,MorganGibbs-White,TaiwoAwoniyi
126,2022-10-29,Bournemouth,Tottenham Hotspur,MarkTravers,MarcosSenesi,AdamSmith,ChrisMepham,JordanZemura,PhilipBilling,JeffersonLerma,LewisCook,MarcusTavernier,DominicSolanke,KiefferMoore,HugoLloris,DavinsonSánchez,ClémentLenglet,BenDavies,Pierre-EmileHøjbjerg,EmersonRoyal,YvesBissouma,RyanSessegnon,OliverSkipp,HarryKane,SonHeung-Min
127,2022-10-29,Brentford,Wolverhampton Wanderers,DavidRaya,EthanPinnock,KristofferAjer,BenMee,RicoHenry,MathiasJensen,VitalyJanelt,JoshDasilva,BryanMbeumo,YoaneWissa,IvanToney,JoséSá,NathanCollins,NélsonSemedo,MaximilianKilman,HugoBueno,DanielPodence,MatheusNunes,AdamaTraoré,RúbenNeves,BoubacarTraoré,DiegoCosta
128,2022-10-29,Brighton & Hove Albion,Chelsea,RobertSánchez,AdamWebster,PascalGroß,LewisDunk,PervisEstupiñán,SollyMarch,KaoruMitoma,AlexisMacAllister,MoisésCaicedo,AdamLallana,LeandroTrossard,KepaArrizabalaga,MarcCucurella,TrevohChalobah,ThiagoSilva,ChristianPulisic,RaheemSterling,MateoKovacic,RubenLoftus-Cheek,KaiHavertz,ConorGallagher,MasonMount
129,2022-10-29,Crystal Palace,Southampton,VicenteGuaita,JoelWard,TyrickMitchell,MarcGuéhi,JoachimAndersen,LukaMilivojevic,EberechiEze,JeffreySchlupp,MichaelOlise,OdsonneÉdouard,WilfriedZaha,GavinBazunu,MohammedSalisu,DujeCaleta-Car,Lyanco,IbrahimaDiallo,StuartArmstrong,MohamedElyounoussi,JamesWard-Prowse,RomainPerraud,JoeAribo,ChéAdams
130,2022-10-29,Fulham,Everton,BerndLeno,TimReam,BobbyDeCordova-Reid,IssaDiop,AntoneeRobinson,NeeskensKebano,AndreasPereira,Willian,JoãoPalhinha,HarrisonReed,AleksandarMitrovic,JordanPickford,SéamusColeman,VitaliiMykolenko,JamesTarkowski,ConorCoady,AlexIwobi,DemaraiGray,IdrissaGueye,AnthonyGordon,AmadouOnana,DominicCalvert-Lewin
