,date,team,opponent,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11
134,2021-12-01,Watford,Chelsea,DanielBachmann,AdamMasina,CraigCathcart,KikoFemenía,WilliamTroost-Ekong,MoussaSissoko,ImrânLouza,TomCleverley,JoãoPedro,EmmanuelDennis,JoshuaKing,ÉdouardMendy,AndreasChristensen,TrevohChalobah,AntonioRüdiger,CésarAzpilicueta,SaúlÑíguez,RubenLoftus-Cheek,MarcosAlonso,MasonMount,ChristianPulisic,KaiHavertz
135,2021-12-01,West Ham United,Brighton & Hove Albion,LukaszFabianski,KurtZouma,VladimírCoufal,CraigDawson,BenJohnson,DeclanRice,TomásSoucek,SaïdBenrahma,PabloFornals,JarrodBowen,MichailAntonio,RobertSánchez,JoëlVeltman,AdamWebster,LewisDunk,MarcCucurella,JeremySarmiento,LeandroTrossard,JakubModer,AdamLallana,YvesBissouma,NealMaupay
136,2021-12-01,Wolverhampton Wanderers,Burnley,JoséSá,RomainSaïss,MaximilianKilman,ConorCoady,RayanAït-Nouri,NélsonSemedo,LeanderDendoncker,JoãoMoutinho,AdamaTraoré,HwangHee-Chan,RaúlJiménez,NickPope,BenMee,MatthewLowton,NathanCollins,CharlieTaylor,DwightMcNeil,JoshBrownhill,JóhannGudmundsson,JackCork,MaxwelCornet,ChrisWood
137,2021-11-30,Newcastle United,Norwich City,MartinDúbravka,FabianSchär,CiaranClark,JamalLewis,JavierManquillo,JonjoShelvey,AllanSaint-Maximin,JoeWillock,RyanFraser,Joelinton,CallumWilson,TimKrul,MaxAarons,GrantHanley,BrandonWilliams,BenGibson,BillyGilmour,ChristosTzolis,KennyMcLean,LukasRupp,JoshSargent,TeemuPukki
138,2021-12-01,Southampton,Leicester City,AlexMcCarthy,TinoLivramento,MohammedSalisu,JanBednarek,KyleWalker-Peters,NathanTella,OriolRomeu,NathanRedmond,JamesWard-Prowse,AdamArmstrong,ChéAdams,KasperSchmeichel,JonnyEvans,TimothyCastagne,ÇaglarSöyüncü,LukeThomas,BoubakarySoumaré,JamesMaddison,HarveyBarnes,WilfredNdidi,AdemolaLookman,JamieVardy
139,2021-12-02,Tottenham Hotspur,Brentford,HugoLloris,DavinsonSánchez,BenDavies,EricDier,Pierre-EmileHøjbjerg,OliverSkipp,SergioReguilón,EmersonRoyal,SonHeung-Min,LucasMoura,HarryKane,ÁlvaroFernández,CharlieGoode,PontusJansson,EthanPinnock,ChristianNørgaard,FrankOnyeka,SergiCanós,RicoHenry,VitalyJanelt,BryanMbeumo,IvanToney
140,2021-12-05,Aston Villa,Leicester City,EmilianoMartínez,EzriKonsa,AshleyYoung,TyroneMings,MattyCash,MarvelousNakamba,JohnMcGinn,DouglasLuiz,OllieWatkins,JacobRamsey,EmilianoBuendía,KasperSchmeichel,ÇaglarSöyüncü,TimothyCastagne,JonnyEvans,LukeThomas,HarveyBarnes,WilfredNdidi,JamesMaddison,AdemolaLookman,KiernanDewsbury-Hall,PatsonDaka
141,2021-12-06,Everton,Arsenal,JordanPickford,MichaelKeane,BenGodfrey,YerryMina,SéamusColeman,AbdoulayeDoucouré,Allan,AnthonyGordon,DemaraiGray,Richarlison,AndrosTownsend,AaronRamsdale,TakehiroTomiyasu,BenWhite,GabrielMagalhães,KieranTierney,GranitXhaka,BukayoSaka,ThomasPartey,GabrielMartinelli,MartinØdegaard,AlexandreLacazette
142,2021-12-05,Leeds United,Brentford,IllanMeslier,DiegoLlorente,LukeAyling,LiamCooper,JuniorFirpo,AdamForshaw,KalvinPhillips,StuartDallas,Raphinha,DanJames,TylerRoberts,ÁlvaroFernández,PontusJansson,CharlieGoode,EthanPinnock,ChristianNørgaard,ShandonBaptiste,VitalyJanelt,RicoHenry,MadsRoerslev,SergiCanós,BryanMbeumo
143,2021-12-05,Manchester United,Crystal Palace,DaviddeGea,HarryMaguire,DiogoDalot,VictorLindelöf,AlexTelles,BrunoFernandes,JadonSancho,ScottMcTominay,Fred,MarcusRashford,CristianoRonaldo,VicenteGuaita,JamesTomkins,NathanielClyne,MarcGuéhi,TyrickMitchell,CheikhouKouyaté,JeffreySchlupp,ConorGallagher,JordanAyew,WilfriedZaha,ChristianBenteke
144,2021-12-04,Newcastle United,Burnley,MartinDúbravka,FabianSchär,JamaalLascelles,JamalLewis,JavierManquillo,MiguelAlmirón,JoeWillock,JonjoShelvey,AllanSaint-Maximin,CallumWilson,Joelinton,NickPope,MatthewLowton,NathanCollins,JamesTarkowski,CharlieTaylor,AshleyWestwood,DwightMcNeil,JóhannGudmundsson,JoshBrownhill,MaxwelCornet,ChrisWood
145,2021-12-04,Southampton,Brighton & Hove Albion,AlexMcCarthy,TinoLivramento,MohammedSalisu,Lyanco,KyleWalker-Peters,NathanRedmond,JamesWard-Prowse,OriolRomeu,NathanTella,ChéAdams,ArmandoBroja,RobertSánchez,JoëlVeltman,ShaneDuffy,DanBurn,YvesBissouma,TariqLamptey,PascalGroß,EnockMwepu,MarcCucurella,NealMaupay,LeandroTrossard
146,2021-12-05,Tottenham Hotspur,Norwich City,HugoLloris,DavinsonSánchez,BenDavies,EricDier,Pierre-EmileHøjbjerg,OliverSkipp,JaphetTanganga,SergioReguilón,SonHeung-Min,LucasMoura,HarryKane,TimKrul,AndrewOmobamidele,MaxAarons,BrandonWilliams,BenGibson,GrantHanley,BillyGilmour,KennyMcLean,PierreLees-Melou,TeemuPukki,AdamIdah
147,2021-12-04,Watford,Manchester City,DanielBachmann,DannyRose,CraigCathcart,KikoFemenía,WilliamTroost-Ekong,MoussaSissoko,ImrânLouza,EmmanuelDennis,TomCleverley,JoãoPedro,JoshuaKing,Ederson,JoãoCancelo,AymericLaporte,KyleWalker,RúbenDias,IlkayGündogan,Rodri,BernardoSilva,JackGrealish,PhilFoden,RaheemSterling
148,2021-12-04,West Ham United,Chelsea,LukaszFabianski,CraigDawson,KurtZouma,IssaDiop,TomásSoucek,DeclanRice,VladimírCoufal,BenJohnson,MichailAntonio,JarrodBowen,ManuelLanzini,ÉdouardMendy,AndreasChristensen,AntonioRüdiger,ThiagoSilva,Jorginho,MarcosAlonso,RubenLoftus-Cheek,ReeceJames,MasonMount,HakimZiyech,KaiHavertz
149,2021-12-04,Wolverhampton Wanderers,Liverpool,JoséSá,RomainSaïss,ConorCoady,MaximilianKilman,LeanderDendoncker,RayanAït-Nouri,RúbenNeves,NélsonSemedo,RaúlJiménez,HwangHee-Chan,AdamaTraoré,Alisson,JoëlMatip,AndrewRobertson,TrentAlexander-Arnold,VirgilvanDijk,Thiago,Fabinho,JordanHenderson,SadioMané,DiogoJota,MohamedSalah
150,2021-12-11,Arsenal,Southampton,AaronRamsdale,GabrielMagalhães,TakehiroTomiyasu,BenWhite,KieranTierney,GranitXhaka,ThomasPartey,BukayoSaka,GabrielMartinelli,MartinØdegaard,AlexandreLacazette,WillyCaballero,JanBednarek,TinoLivramento,JackStephens,KyleWalker-Peters,NathanRedmond,JamesWard-Prowse,IbrahimaDiallo,NathanTella,AdamArmstrong,ArmandoBroja
151,2021-12-10,Brentford,Watford,ÁlvaroFernández,PontusJansson,VitalyJanelt,CharlieGoode,MathiasJensen,ChristianNørgaard,ShandonBaptiste,MadsRoerslev,RicoHenry,BryanMbeumo,YoaneWissa,DanielBachmann,JeremyNgakia,CraigCathcart,KikoFemenía,WilliamTroost-Ekong,MoussaSissoko,TomCleverley,JurajKucka,JoshuaKing,CuchoHernández,EmmanuelDennis
152,2022-03-16,Brighton & Hove Albion,Tottenham Hotspur,RobertSánchez,LewisDunk,MarcCucurella,ShaneDuffy,JoëlVeltman,PascalGroß,LeandroTrossard,SollyMarch,AlexisMacAllister,YvesBissouma,NealMaupay,HugoLloris,EricDier,BenDavies,CristianRomero,SergioReguilón,MattDoherty,Pierre-EmileHøjbjerg,RodrigoBentancur,HarryKane,DejanKulusevski,SonHeung-Min
153,2021-12-12,Burnley,West Ham United,NickPope,MatthewLowton,BenMee,JamesTarkowski,CharlieTaylor,JóhannGudmundsson,JackCork,AshleyWestwood,DwightMcNeil,JayRodríguez,ChrisWood,LukaszFabianski,ArthurMasuaku,IssaDiop,VladimírCoufal,CraigDawson,JarrodBowen,DeclanRice,SaïdBenrahma,TomásSoucek,ManuelLanzini,MichailAntonio
154,2021-12-11,Chelsea,Leeds United,ÉdouardMendy,CésarAzpilicueta,ThiagoSilva,AntonioRüdiger,ReeceJames,MarcosAlonso,RubenLoftus-Cheek,Jorginho,TimoWerner,KaiHavertz,MasonMount,IllanMeslier,JuniorFirpo,DiegoLlorente,StuartDallas,LukeAyling,TylerRoberts,JackHarrison,JamieShackleton,AdamForshaw,Raphinha,DanJames
155,2021-12-12,Crystal Palace,Everton,VicenteGuaita,MarcGuéhi,JamesTomkins,JoelWard,TyrickMitchell,WillHughes,CheikhouKouyaté,ConorGallagher,JordanAyew,OdsonneÉdouard,WilfriedZaha,JordanPickford,BenGodfrey,SéamusColeman,MichaelKeane,MasonHolgate,AbdoulayeDoucouré,FabianDelph,AndréGomes,DemaraiGray,AndrosTownsend,Richarlison
156,2021-12-12,Leicester City,Newcastle United,KasperSchmeichel,JonnyEvans,LukeThomas,TimothyCastagne,ÇaglarSöyüncü,KiernanDewsbury-Hall,JamesMaddison,YouriTielemans,HarveyBarnes,WilfredNdidi,PatsonDaka,MartinDúbravka,FabianSchär,JamaalLascelles,JamalLewis,JavierManquillo,JonjoShelvey,MiguelAlmirón,AllanSaint-Maximin,JoeWillock,Joelinton,CallumWilson
157,2021-12-11,Liverpool,Aston Villa,Alisson,TrentAlexander-Arnold,AndrewRobertson,VirgilvanDijk,JoëlMatip,JordanHenderson,Thiago,Fabinho,AlexOxlade-Chamberlain,MohamedSalah,SadioMané,EmilianoMartínez,MattyCash,MattTargett,TyroneMings,EzriKonsa,DouglasLuiz,MarvelousNakamba,JohnMcGinn,OllieWatkins,JacobRamsey,AshleyYoung
158,2021-12-11,Manchester City,Wolverhampton Wanderers,Ederson,OleksandrZinchenko,AymericLaporte,JoãoCancelo,RúbenDias,Rodri,BernardoSilva,IlkayGündogan,GabrielJesus,JackGrealish,RaheemSterling,JoséSá,RomainSaïss,ConorCoady,MaximilianKilman,NélsonSemedo,JoãoMoutinho,RayanAït-Nouri,RúbenNeves,LeanderDendoncker,AdamaTraoré,RaúlJiménez
159,2021-12-11,Norwich City,Manchester United,TimKrul,MaxAarons,GrantHanley,OzanKabak,DimitrisGiannoulis,BillyGilmour,KennyMcLean,LukasRupp,PrzemyslawPlacheta,JoshSargent,TeemuPukki,DaviddeGea,HarryMaguire,VictorLindelöf,AlexTelles,DiogoDalot,BrunoFernandes,JadonSancho,Fred,ScottMcTominay,MarcusRashford,CristianoRonaldo
160,2021-12-15,Arsenal,West Ham United,AaronRamsdale,GabrielMagalhães,TakehiroTomiyasu,BenWhite,KieranTierney,GranitXhaka,ThomasPartey,BukayoSaka,GabrielMartinelli,MartinØdegaard,AlexandreLacazette,LukaszFabianski,CraigDawson,ArthurMasuaku,IssaDiop,VladimírCoufal,TomásSoucek,DeclanRice,ManuelLanzini,PabloFornals,JarrodBowen,MichailAntonio
161,2022-01-19,Brentford,Manchester United,JonasLössl,PontusJansson,MadsBechSørensen,EthanPinnock,VitalyJanelt,SergiCanós,MathiasJensen,ChristianNørgaard,MadsRoerslev,IvanToney,BryanMbeumo,DaviddeGea,RaphaëlVarane,VictorLindelöf,DiogoDalot,AlexTelles,BrunoFernandes,AnthonyElanga,MasonGreenwood,Fred,ScottMcTominay,CristianoRonaldo
162,2021-12-15,Brighton & Hove Albion,Wolverhampton Wanderers,RobertSánchez,JoëlVeltman,TariqLamptey,MarcCucurella,DanBurn,YvesBissouma,JakubModer,EnockMwepu,SollyMarch,AaronConnolly,LeandroTrossard,JoséSá,RomainSaïss,MaximilianKilman,ConorCoady,NélsonSemedo,RúbenNeves,JoãoMoutinho,Marçal,HwangHee-Chan,Trincão,DanielPodence
163,2022-02-05,Burnley,Watford,NickPope,BenMee,JamesTarkowski,ConnorRoberts,ErikPieters,DaleStephens,AshleyWestwood,DwightMcNeil,AaronLennon,WoutWeghorst,MaxwelCornet,BenFoster,CraigCathcart,Samir,HassaneKamara,KikoFemenía,KenSema,EdoKayembe,JurajKucka,MoussaSissoko,JoshuaKing,JoãoPedro
164,2021-12-15,Crystal Palace,Southampton,JackButland,JamesTomkins,JoelWard,MarcGuéhi,TyrickMitchell,CheikhouKouyaté,ConorGallagher,WillHughes,WilfriedZaha,OdsonneÉdouard,JordanAyew,WillyCaballero,TinoLivramento,KyleWalker-Peters,Lyanco,MohammedSalisu,WilliamSmallbone,JamesWard-Prowse,OriolRomeu,NathanRedmond,ArmandoBroja,NathanTella
165,2022-01-19,Leicester City,Tottenham Hotspur,KasperSchmeichel,ÇaglarSöyüncü,HamzaChoudhury,JannikVestergaard,JamesMaddison,LukeThomas,YouriTielemans,MarcAlbrighton,KiernanDewsbury-Hall,AdemolaLookman,PatsonDaka,HugoLloris,DavinsonSánchez,BenDavies,JaphetTanganga,Pierre-EmileHøjbjerg,OliverSkipp,HarryWinks,SergioReguilón,EmersonRoyal,LucasMoura,HarryKane
166,2021-12-14,Norwich City,Aston Villa,TimKrul,OzanKabak,MaxAarons,BenGibson,BrandonWilliams,KennyMcLean,BillyGilmour,JacobSørensen,ToddCantwell,PrzemyslawPlacheta,TeemuPukki,EmilianoMartínez,EzriKonsa,TyroneMings,MattyCash,MattTargett,JacobRamsey,DouglasLuiz,JohnMcGinn,EmilianoBuendía,OllieWatkins,AshleyYoung
167,2021-12-16,Chelsea,Everton,ÉdouardMendy,AntonioRüdiger,CésarAzpilicueta,ThiagoSilva,Jorginho,RubenLoftus-Cheek,ReeceJames,MarcosAlonso,MasonMount,ChristianPulisic,HakimZiyech,JordanPickford,BenGodfrey,MichaelKeane,JonjoeKenny,MasonHolgate,JarradBranthwaite,AbdoulayeDoucouré,AnthonyGordon,AndréGomes,AlexIwobi,EllisSimms
168,2021-12-16,Liverpool,Newcastle United,Alisson,TrentAlexander-Arnold,JoëlMatip,AndrewRobertson,IbrahimaKonaté,AlexOxlade-Chamberlain,JordanHenderson,Thiago,MohamedSalah,DiogoJota,SadioMané,MartinDúbravka,JavierManquillo,FabianSchär,JamaalLascelles,JamalLewis,Joelinton,IsaacHayden,RyanFraser,JacobMurphy,JonjoShelvey,AllanSaint-Maximin
169,2021-12-14,Manchester City,Leeds United,Ederson,AymericLaporte,OleksandrZinchenko,RúbenDias,JohnStones,RiyadMahrez,JackGrealish,Rodri,BernardoSilva,KevinDeBruyne,PhilFoden,IllanMeslier,JuniorFirpo,JamieShackleton,DiegoLlorente,LukeAyling,TylerRoberts,StuartDallas,AdamForshaw,Raphinha,JackHarrison,DanJames
170,2022-05-19,Aston Villa,Burnley,EmilianoMartínez,LucasDigne,CalumChambers,MattyCash,TyroneMings,JohnMcGinn,EmilianoBuendía,CarneyChukwuemeka,DouglasLuiz,JacobRamsey,OllieWatkins,NickPope,ConnorRoberts,JamesTarkowski,CharlieTaylor,KevinLong,NathanCollins,JackCork,DwightMcNeil,JoshBrownhill,AshleyBarnes,MaxwelCornet
171,2022-04-20,Everton,Leicester City,JordanPickford,BenGodfrey,YerryMina,SéamusColeman,VitaliiMykolenko,FabianDelph,AlexIwobi,Allan,DemaraiGray,Richarlison,AnthonyGordon,KasperSchmeichel,RicardoPereira,JonnyEvans,TimothyCastagne,WesleyFofana,NampalysMendy,JamesMaddison,HarveyBarnes,YouriTielemans,KiernanDewsbury-Hall,KelechiIheanacho
172,2021-12-18,Leeds United,Arsenal,IllanMeslier,RobinKoch,StuartDallas,CodyDrameh,LukeAyling,MateuszKlich,TylerRoberts,Raphinha,AdamForshaw,JackHarrison,JoeGelhardt,AaronRamsdale,BenWhite,KieranTierney,GabrielMagalhães,TakehiroTomiyasu,GranitXhaka,MartinØdegaard,BukayoSaka,GabrielMartinelli,ThomasPartey,AlexandreLacazette
173,2022-02-15,Manchester United,Brighton & Hove Albion,DaviddeGea,VictorLindelöf,LukeShaw,DiogoDalot,HarryMaguire,Fred,BrunoFernandes,JadonSancho,AnthonyElanga,ScottMcTominay,CristianoRonaldo,RobertSánchez,MarcCucurella,LewisDunk,AdamWebster,JoëlVeltman,AlexisMacAllister,JakubModer,YvesBissouma,PascalGroß,NealMaupay,LeandroTrossard
174,2021-12-19,Newcastle United,Manchester City,MartinDúbravka,MattRitchie,CiaranClark,JamaalLascelles,JacobMurphy,Joelinton,IsaacHayden,JoeWillock,RyanFraser,MiguelAlmirón,CallumWilson,Ederson,AymericLaporte,RúbenDias,OleksandrZinchenko,JoãoCancelo,RaheemSterling,KevinDeBruyne,BernardoSilva,RiyadMahrez,Rodri,GabrielJesus
175,2022-01-11,Southampton,Brentford,FraserForster,JanBednarek,MohammedSalisu,Lyanco,RomainPerraud,IbrahimaDiallo,JamesWard-Prowse,OriolRomeu,NathanTella,NathanRedmond,ArmandoBroja,ÁlvaroFernández,PontusJansson,KristofferAjer,EthanPinnock,MadsRoerslev,ChristianNørgaard,SergiCanós,ShandonBaptiste,VitalyJanelt,BryanMbeumo,IvanToney
176,2021-12-19,Tottenham Hotspur,Liverpool,HugoLloris,RyanSessegnon,DavinsonSánchez,BenDavies,EmersonRoyal,EricDier,HarryWinks,DeleAlli,TanguyNdombélé,SonHeung-Min,HarryKane,Alisson,TrentAlexander-Arnold,JoëlMatip,AndrewRobertson,IbrahimaKonaté,TylerMorton,NabyKeïta,JamesMilner,MohamedSalah,DiogoJota,SadioMané
177,2022-02-23,Watford,Crystal Palace,BenFoster,Samir,CraigCathcart,HassaneKamara,KikoFemenía,ImrânLouza,MoussaSissoko,TomCleverley,EmmanuelDennis,IsmaïlaSarr,JoshuaKing,JackButland,TyrickMitchell,NathanielClyne,MarcGuéhi,JoachimAndersen,ConorGallagher,WillHughes,CheikhouKouyaté,MichaelOlise,Jean-PhilippeMateta,WilfriedZaha
178,2022-01-12,West Ham United,Norwich City,LukaszFabianski,CraigDawson,IssaDiop,VladimírCoufal,AaronCresswell,DeclanRice,NikolaVlasic,ManuelLanzini,PabloFornals,JarrodBowen,MichailAntonio,TimKrul,MaxAarons,BrandonWilliams,BenGibson,GrantHanley,PrzemyslawPlacheta,KennyMcLean,PierreLees-Melou,AdamIdah,MilotRashica,TeemuPukki
179,2021-12-19,Wolverhampton Wanderers,Chelsea,JoséSá,RomainSaïss,ConorCoady,MaximilianKilman,LeanderDendoncker,Ki-JanaHoever,JoãoMoutinho,RúbenNeves,Marçal,RaúlJiménez,DanielPodence,ÉdouardMendy,AntonioRüdiger,CésarAzpilicueta,ThiagoSilva,TrevohChalobah,N'GoloKanté,ReeceJames,MarcosAlonso,MasonMount,ChristianPulisic,HakimZiyech
180,2022-12-26,Aston Villa,Chelsea,EmilianoMartínez,MattTargett,MattyCash,TyroneMings,EzriKonsa,DouglasLuiz,EmilianoBuendía,JacobRamsey,MorganSanson,OllieWatkins,DannyIngs,ÉdouardMendy,ThiagoSilva,TrevohChalobah,AntonioRüdiger,ReeceJames,N'GoloKanté,Jorginho,MarcosAlonso,MasonMount,CallumHudson-Odoi,ChristianPulisic
181,2022-12-26,Brighton & Hove Albion,Brentford,RobertSánchez,TariqLamptey,DanBurn,AdamWebster,MarcCucurella,AdamLallana,JakubModer,AlexisMacAllister,EnockMwepu,LeandroTrossard,NealMaupay,ÁlvaroFernández,PontusJansson,MadsBechSørensen,EthanPinnock,MathiasJensen,DominicThompson,ChristianNørgaard,SergiCanós,ShandonBaptiste,BryanMbeumo,IvanToney
182,2022-04-06,Burnley,Everton,NickPope,JamesTarkowski,NathanCollins,CharlieTaylor,ConnorRoberts,AaronLennon,MaxwelCornet,JoshBrownhill,AshleyWestwood,WoutWeghorst,JayRodríguez,JordanPickford,VitaliiMykolenko,BenGodfrey,JarradBranthwaite,JonjoeKenny,MasonHolgate,AlexIwobi,AbdoulayeDoucouré,DominicCalvert-Lewin,AnthonyGordon,Richarlison
183,2022-02-23,Liverpool,Leeds United,Alisson,VirgilvanDijk,TrentAlexander-Arnold,JoëlMatip,AndrewRobertson,Thiago,CurtisJones,Fabinho,LuisDíaz,SadioMané,MohamedSalah,IllanMeslier,JuniorFirpo,PascalStruijk,LukeAyling,StuartDallas,MateuszKlich,Raphinha,AdamForshaw,JackHarrison,Rodrigo,DanJames
184,2022-12-26,Manchester City,Leicester City,Ederson,AymericLaporte,OleksandrZinchenko,RúbenDias,JoãoCancelo,KevinDeBruyne,IlkayGündogan,Fernandinho,RiyadMahrez,BernardoSilva,RaheemSterling,KasperSchmeichel,JannikVestergaard,LukeThomas,DanielAmartey,MarcAlbrighton,AdemolaLookman,YouriTielemans,AyozePérez,KiernanDewsbury-Hall,KelechiIheanacho,JamesMaddison
185,2022-12-27,Newcastle United,Manchester United,MartinDúbravka,JavierManquillo,FabianSchär,JamaalLascelles,EmilKrafth,Joelinton,RyanFraser,AllanSaint-Maximin,SeanLongstaff,JonjoShelvey,CallumWilson,DaviddeGea,HarryMaguire,DiogoDalot,RaphaëlVarane,AlexTelles,BrunoFernandes,ScottMcTominay,Fred,MarcusRashford,MasonGreenwood,CristianoRonaldo
186,2022-12-26,Norwich City,Arsenal,AngusGunn,MaxAarons,OzanKabak,BenGibson,BrandonWilliams,BillyGilmour,KieranDowell,KennyMcLean,JoshSargent,PrzemyslawPlacheta,TeemuPukki,AaronRamsdale,KieranTierney,BenWhite,GabrielMagalhães,RobHolding,ThomasPartey,MartinØdegaard,GranitXhaka,GabrielMartinelli,BukayoSaka,AlexandreLacazette
187,2022-12-26,Tottenham Hotspur,Crystal Palace,HugoLloris,EricDier,DavinsonSánchez,JaphetTanganga,Pierre-EmileHøjbjerg,OliverSkipp,EmersonRoyal,SergioReguilón,SonHeung-Min,LucasMoura,HarryKane,JackButland,JamesTomkins,JoelWard,JoachimAndersen,TyrickMitchell,CheikhouKouyaté,ConorGallagher,WillHughes,WilfriedZaha,OdsonneÉdouard,JordanAyew
188,2022-12-26,West Ham United,Southampton,LukaszFabianski,CraigDawson,ArthurMasuaku,IssaDiop,VladimírCoufal,TomásSoucek,DeclanRice,NikolaVlasic,PabloFornals,SaïdBenrahma,JarrodBowen,FraserForster,JanBednarek,TinoLivramento,MohammedSalisu,KyleWalker-Peters,NathanRedmond,JamesWard-Prowse,OriolRomeu,MohamedElyounoussi,TheoWalcott,ArmandoBroja
189,2022-03-10,Wolverhampton Wanderers,Watford,JoséSá,WillyBoly,RomainSaïss,ConorCoady,JoãoMoutinho,Jonny,RúbenNeves,RayanAït-Nouri,RaúlJiménez,DanielPodence,HwangHee-Chan,BenFoster,Samir,HassaneKamara,KikoFemenía,CraigCathcart,ImrânLouza,TomCleverley,MoussaSissoko,EmmanuelDennis,JoshuaKing,CuchoHernández
190,2022-02-24,Arsenal,Wolverhampton Wanderers,AaronRamsdale,BenWhite,CédricSoares,KieranTierney,GabrielMagalhães,GranitXhaka,BukayoSaka,MartinØdegaard,ThomasPartey,GabrielMartinelli,AlexandreLacazette,JoséSá,RomainSaïss,MaximilianKilman,ConorCoady,RayanAït-Nouri,JoãoMoutinho,NélsonSemedo,RúbenNeves,HwangHee-Chan,RaúlJiménez,DanielPodence
191,2022-12-29,Brentford,Manchester City,ÁlvaroFernández,PontusJansson,MadsBechSørensen,EthanPinnock,FrankOnyeka,DominicThompson,ShandonBaptiste,MathiasJensen,MadsRoerslev,IvanToney,YoaneWissa,Ederson,AymericLaporte,RúbenDias,JoãoCancelo,NathanAké,Fernandinho,BernardoSilva,KevinDeBruyne,GabrielJesus,JackGrealish,PhilFoden
192,2022-12-29,Chelsea,Brighton & Hove Albion,ÉdouardMendy,AndreasChristensen,AntonioRüdiger,CésarAzpilicueta,MateoKovacic,ChristianPulisic,Jorginho,ReeceJames,CallumHudson-Odoi,RomeluLukaku,MasonMount,RobertSánchez,JoëlVeltman,DanBurn,MarcCucurella,AdamLallana,YvesBissouma,TariqLamptey,SollyMarch,JakubModer,AlexisMacAllister,NealMaupay
193,2022-12-28,Crystal Palace,Norwich City,VicenteGuaita,MarcGuéhi,JoelWard,JoachimAndersen,TyrickMitchell,WillHughes,CheikhouKouyaté,JeffreySchlupp,JordanAyew,Jean-PhilippeMateta,OdsonneÉdouard,AngusGunn,SamByram,DimitrisGiannoulis,JacobSørensen,BenGibson,KennyMcLean,BillyGilmour,ChristosTzolis,PierreLees-Melou,PrzemyslawPlacheta,AdamIdah
194,2022-03-17,Everton,Newcastle United,AsmirBegovic,MichaelKeane,BenGodfrey,SéamusColeman,MasonHolgate,AnthonyGordon,DemaraiGray,Allan,AbdoulayeDoucouré,AlexIwobi,Richarlison,MartinDúbravka,MattTargett,FabianSchär,EmilKrafth,DanBurn,JoeWillock,Joelinton,BrunoGuimarães,ChrisWood,RyanFraser,MiguelAlmirón
195,2022-03-10,Leeds United,Aston Villa,IllanMeslier,StuartDallas,LukeAyling,PascalStruijk,JuniorFirpo,JackHarrison,Raphinha,AdamForshaw,Rodrigo,RobinKoch,DanJames,EmilianoMartínez,CalumChambers,LucasDigne,MattyCash,TyroneMings,DouglasLuiz,JohnMcGinn,JacobRamsey,PhilippeCoutinho,DannyIngs,OllieWatkins
196,2022-12-28,Leicester City,Liverpool,KasperSchmeichel,TimothyCastagne,LukeThomas,DanielAmartey,WilfredNdidi,BoubakarySoumaré,JamesMaddison,HamzaChoudhury,KiernanDewsbury-Hall,KelechiIheanacho,JamieVardy,Alisson,TrentAlexander-Arnold,KonstantinosTsimikas,VirgilvanDijk,JoëlMatip,JordanHenderson,AlexOxlade-Chamberlain,Fabinho,MohamedSalah,DiogoJota,SadioMané
197,2022-12-30,Manchester United,Burnley,DaviddeGea,EricBailly,HarryMaguire,AaronWan-Bissaka,LukeShaw,MasonGreenwood,JadonSancho,ScottMcTominay,NemanjaMatic,EdinsonCavani,CristianoRonaldo,WayneHennessey,JamesTarkowski,BenMee,MatthewLowton,CharlieTaylor,DwightMcNeil,AshleyWestwood,JóhannGudmundsson,JackCork,AaronLennon,ChrisWood
198,2022-12-28,Southampton,Tottenham Hotspur,FraserForster,KyleWalker-Peters,RomainPerraud,JanBednarek,MohammedSalisu,YanValery,IbrahimaDiallo,StuartArmstrong,JamesWard-Prowse,AdamArmstrong,ShaneLong,HugoLloris,BenDavies,EricDier,DavinsonSánchez,Pierre-EmileHøjbjerg,EmersonRoyal,HarryWinks,SergioReguilón,SonHeung-Min,HarryKane,DeleAlli
199,2022-12-28,Watford,West Ham United,DanielBachmann,KikoFemenía,CraigCathcart,FranciscoSierralta,AdamMasina,CuchoHernández,JoshuaKing,MoussaSissoko,JurajKucka,OzanTufan,EmmanuelDennis,LukaszFabianski,CraigDawson,IssaDiop,VladimírCoufal,BenJohnson,TomásSoucek,ManuelLanzini,JarrodBowen,MarkNoble,SaïdBenrahma,MichailAntonio
200,2022-01-01,Arsenal,Manchester City,AaronRamsdale,KieranTierney,BenWhite,GabrielMagalhães,TakehiroTomiyasu,ThomasPartey,MartinØdegaard,GranitXhaka,GabrielMartinelli,BukayoSaka,AlexandreLacazette,Ederson,RúbenDias,AymericLaporte,JoãoCancelo,NathanAké,Rodri,RaheemSterling,BernardoSilva,RiyadMahrez,KevinDeBruyne,GabrielJesus
201,2022-01-02,Brentford,Aston Villa,ÁlvaroFernández,PontusJansson,MadsBechSørensen,EthanPinnock,SergiCanós,MathiasJensen,ChristianNørgaard,FrankOnyeka,MadsRoerslev,IvanToney,YoaneWissa,EmilianoMartínez,EzriKonsa,KortneyHause,MattyCash,MattTargett,JacobRamsey,JohnMcGinn,DouglasLuiz,BertrandTraoré,EmilianoBuendía,DannyIngs
